,0,1,2,3,4,5,6,7,8
23,0.09920846,0.33823532,0.22950819,0.5272732,1.0,0.00075194397,0.0,0.0,0.12977867
24,0.12977867,0.35294122,0.24590163,0.5272732,0.6666667,0.0022900114,0.0,0.0,0.14889336
25,0.14889336,0.36764708,0.24590163,0.5272732,0.6666667,0.0038109892,0.0,0.0,0.15995975
26,0.15995975,0.4264706,0.22950819,0.545454,0.6666667,0.0053319666,0.0,0.0,0.18209255
27,0.18209255,0.48529413,0.22950819,0.5636368,0.6666667,0.0083910115,0.037037037,0.0,0.13883299
28,0.13883299,0.48529413,0.22950819,0.5636368,0.6666667,0.009911989,0.074074075,0.0,0.10965794
29,0.10965794,0.48529413,0.21311474,0.5636368,0.6666667,0.011432966,0.11111111,0.0,0.1056338
30,0.1056338,0.48529413,0.21311474,0.5818176,0.6666667,0.014492012,0.14814815,0.0,0.12474848
31,0.12474848,0.48529413,0.22950819,0.6000004,0.6666667,0.017551057,0.0,0.0,0.12072434
32,0.12072434,0.47058827,0.21311474,0.6000004,0.6666667,0.020610102,0.0,0.0,0.13279678
33,0.13279678,0.48529413,0.22950819,0.61818314,0.6666667,0.023669146,0.0,0.0,0.14084506
34,0.14084506,0.48529413,0.22950819,0.636364,0.6666667,0.029018203,0.037037037,0.0,0.1529175
35,0.1529175,0.47058827,0.22950819,0.636364,0.6666667,0.03436726,0.0,0.0,0.14889336
36,0.14889336,0.47058827,0.22950819,0.636364,0.6666667,0.039716315,0.0,0.0,0.16498993
37,0.16498993,0.47058827,0.22950819,0.61818314,0.6666667,0.046586346,0.0,0.0,0.15895371
38,0.15895371,0.45588237,0.22950819,0.61818314,0.6666667,0.05345638,0.0,0.0,0.15492958
39,0.15492958,0.45588237,0.22950819,0.61818314,0.6666667,0.060326416,0.0,0.0,0.15995975
40,0.15995975,0.45588237,0.22950819,0.636364,0.6666667,0.063385464,0.0,0.0,0.16498993
41,0.16498993,0.47058827,0.22950819,0.65454674,0.6666667,0.06644451,0.0,0.0,0.17102616
42,0.17102616,0.47058827,0.22950819,0.65454674,0.6666667,0.07179356,0.0,0.0,0.1498994
43,0.1498994,0.47058827,0.22950819,0.6727276,0.6666667,0.07485261,0.0,0.0,0.15492958
44,0.15492958,0.48529413,0.22950819,0.6727276,0.6666667,0.07791165,0.0,0.0,0.16498993
45,0.16498993,0.48529413,0.22950819,0.65454674,0.6666667,0.08326071,0.037037037,0.0,0.15694164
46,0.15694164,0.47058827,0.21311474,0.6727276,0.6666667,0.08860976,0.074074075,0.0,0.12676056
47,0.12676056,0.47058827,0.21311474,0.65454674,0.6666667,0.093958825,0.11111111,0.0,0.090543255
48,0.090543255,0.48529413,0.21311474,0.65454674,0.6666667,0.09930788,0.14814815,0.0,0.06338028
49,0.06338028,0.47058827,0.21311474,0.636364,0.6666667,0.104656935,0.1851852,0.0,0.06539235
50,0.06539235,0.47058827,0.1967213,0.636364,0.6666667,0.111526966,0.22222222,0.0,0.05533199
51,0.05533199,0.47058827,0.1967213,0.61818314,0.6666667,0.11687602,0.25925925,0.0,0.06539235
52,0.06539235,0.47058827,0.1967213,0.6000004,0.6666667,0.12374606,0.2962963,0.0,0.083501
53,0.083501,0.45588237,0.18032786,0.6000004,0.6666667,0.13061608,0.33333334,0.0,0.09154929
54,0.09154929,0.44117647,0.18032786,0.6000004,0.6666667,0.13748613,0.3703704,0.0,0.086519115
55,0.086519115,0.44117647,0.16393442,0.6000004,0.6666667,0.14435616,0.4074074,0.0,0.08249497
56,0.08249497,0.44117647,0.16393442,0.6000004,0.6666667,0.15276426,0.44444445,0.0,0.086519115
57,0.086519115,0.4264706,0.16393442,0.5818176,0.6666667,0.15963429,0.4814815,0.0,0.07847082
58,0.07847082,0.4264706,0.16393442,0.5818176,0.6666667,0.16650432,0.5555556,0.0,0.098591544
59,0.098591544,0.4264706,0.16393442,0.5636368,0.6666667,0.17491244,0.5925926,0.0,0.10764587
60,0.10764587,0.4264706,0.16393442,0.545454,0.6666667,0.1802615,0.6296296,0.0,0.090543255
61,0.090543255,0.4264706,0.16393442,0.5272732,0.6666667,0.19019055,0.7037037,0.0,0.09657948
62,0.09657948,0.4264706,0.16393442,0.5272732,0.6666667,0.19859867,0.7407408,0.0,0.09557344
63,0.09557344,0.4264706,0.16393442,0.5272732,0.6666667,0.20700677,0.7777778,0.0,0.086519115
64,0.086519115,0.4264706,0.16393442,0.5272732,0.6666667,0.21235582,0.8148148,0.0,0.07042253
65,0.07042253,0.4264706,0.16393442,0.5272732,0.6666667,0.21770488,0.8518519,0.0,0.06136821
66,0.06136821,0.4264706,0.16393442,0.545454,1.0,0.00075194397,0.8888889,0.0,0.053319916
67,0.053319916,0.4264706,0.16393442,0.5636368,1.0,0.0022729216,0.9259259,0.0,0.07142857
68,0.07142857,0.44117647,0.16393442,0.5636368,0.33333334,0.006101,0.962963,0.0,0.072434604
69,0.072434604,0.4264706,0.14754099,0.5818176,0.33333334,0.011450056,1.0,0.0,0.07645875
70,0.07645875,0.4264706,0.16393442,0.5818176,0.33333334,0.01832009,0.0,0.0,0.07344064
71,0.07344064,0.41176474,0.13114753,0.5818176,0.33333334,0.023669146,0.0,0.0,0.079476856
72,0.079476856,0.38235295,0.114754096,0.5818176,0.33333334,0.02672819,0.0,0.0,0.058350097
73,0.058350097,0.35294122,0.16393442,0.5818176,0.33333334,0.03665727,0.0,0.0,0.025150904
74,0.025150904,0.33823532,0.14754099,0.6000004,0.33333334,0.050414428,0.0,0.0,0.026156941
75,0.026156941,0.32352942,0.13114753,0.6000004,0.33333334,0.067213535,0.0,0.0,0.028169014
76,0.028169014,0.30882356,0.13114753,0.61818314,0.33333334,0.08249167,0.0,0.0,0.026156941
77,0.026156941,0.29411766,0.114754096,0.636364,0.33333334,0.09471076,0.0,0.0,0.020120723
78,0.020120723,0.2794118,0.114754096,0.65454674,0.33333334,0.1099889,0.0,0.0,0.029175049
79,0.029175049,0.2794118,0.09836066,0.65454674,0.33333334,0.12526703,0.0,0.0,0.026156941
80,0.026156941,0.2647059,0.09836066,0.6727276,0.33333334,0.13748613,0.0,0.0,0.027162977
81,0.027162977,0.2647059,0.09836066,0.69091034,0.33333334,0.15428524,0.0,0.0,0.027162977
82,0.027162977,0.2647059,0.114754096,0.7090912,0.33333334,0.17108434,0.0,0.0,0.025150904
83,0.025150904,0.25000003,0.114754096,0.72727394,0.33333334,0.18484151,0.0,0.0,0.029175049
84,0.029175049,0.2794118,0.13114753,0.7090912,0.33333334,0.20011964,0.0,0.0,0.032193158
85,0.032193158,0.29411766,0.14754099,0.7090912,0.33333334,0.21691875,0.0,0.0,0.028169014
86,0.028169014,0.2794118,0.14754099,0.7090912,0.33333334,0.2321969,0.0,0.0,0.029175049
87,0.029175049,0.2794118,0.16393442,0.7090912,0.33333334,0.24747501,0.0,0.0,0.030181086
88,0.030181086,0.2794118,0.16393442,0.72727394,0.33333334,0.25969413,0.0,0.0,0.030181086
89,0.030181086,0.29411766,0.13114753,0.7454548,0.33333334,0.27191323,0.0,0.0,0.028169014
90,0.028169014,0.25000003,0.13114753,0.7454548,0.33333334,0.2818423,0.0,0.0,0.026156941
91,0.026156941,0.2794118,0.114754096,0.76363754,0.33333334,0.29177135,0.0,0.0,0.03118712
92,0.03118712,0.23529413,0.114754096,0.7818184,0.33333334,0.3070495,0.0,0.0,0.033199195
93,0.033199195,0.23529413,0.09836066,0.7818184,0.33333334,0.3192686,0.0,0.0,0.029175049
94,0.029175049,0.23529413,0.09836066,0.80000114,0.33333334,0.33302578,0.0,0.0,0.03118712
95,0.03118712,0.20588237,0.06557377,0.80000114,0.33333334,0.33837482,0.0,0.0,0.030181086
96,0.030181086,0.20588237,0.032786876,0.80000114,0.33333334,0.34372386,0.0,0.0,0.03420523
97,0.03420523,0.20588237,0.016393453,0.80000114,0.33333334,0.35059392,0.0,0.0,0.027162977
98,0.027162977,0.20588237,0.0,0.80000114,0.33333334,0.35594296,0.0,0.0,0.025150904
99,0.025150904,0.1911765,0.016393453,0.80000114,0.33333334,0.36435106,0.0,0.0,0.028169014
100,0.028169014,0.1911765,0.0,0.80000114,0.33333334,0.3727592,0.0,0.0,0.028169014
101,0.028169014,0.1911765,0.04918033,0.7818184,0.0,0.0076390677,0.0,0.0,0.027162977
102,0.027162977,0.20588237,0.04918033,0.80000114,0.0,0.012988124,0.0,0.0,0.027162977
103,0.027162977,0.1911765,0.04918033,0.7818184,0.0,0.022917202,0.0,0.0,0.027162977
104,0.027162977,0.20588237,0.04918033,0.80000114,0.0,0.031325303,0.0,0.0,0.029175049
105,0.029175049,0.20588237,0.06557377,0.80000114,0.0,0.041254383,0.0,0.0,0.036217302
106,0.036217302,0.22058827,0.081967205,0.80000114,0.0,0.049662482,0.0,0.0,0.030181086
107,0.030181086,0.22058827,0.09836066,0.80000114,0.0,0.058070585,0.0,0.0,0.027162977
108,0.027162977,0.22058827,0.114754096,0.7818184,0.0,0.066478685,0.0,0.0,0.03923541
109,0.03923541,0.23529413,0.13114753,0.7454548,0.0,0.06953773,0.0,0.0,0.041247483
110,0.041247483,0.2647059,0.13114753,0.7454548,1.0,0.00075194397,0.0,0.0,0.033199195
111,0.033199195,0.25000003,0.13114753,0.72727394,0.33333334,0.0022900114,0.0,0.0,0.05030181
112,0.05030181,0.23529413,0.13114753,0.72727394,0.33333334,0.0053490563,0.0,0.0,0.056338027
113,0.056338027,0.25000003,0.13114753,0.72727394,0.33333334,0.0084081,0.0,0.0,0.059356134
114,0.059356134,0.25000003,0.13114753,0.7454548,0.33333334,0.011467146,0.0,0.0,0.06036217
115,0.06036217,0.2647059,0.09836066,0.76363754,0.33333334,0.016816203,0.0,0.0,0.08450704
116,0.08450704,0.2647059,0.114754096,0.76363754,0.33333334,0.022165257,0.0,0.0,0.10663983
117,0.10663983,0.23529413,0.016393453,0.76363754,0.33333334,0.027514312,0.0,0.0,0.06639839
118,0.06639839,0.2647059,0.09836066,0.7818184,0.33333334,0.034384347,0.0,0.0,0.05030181
119,0.05030181,0.2647059,0.04918033,0.76363754,0.33333334,0.039733406,0.0,0.0,0.056338027
120,0.056338027,0.22058827,0.032786876,0.76363754,0.33333334,0.04508246,0.0,0.0,0.07746479
121,0.07746479,0.22058827,0.081967205,0.76363754,0.0,0.006101,0.0,0.0,0.05030181
122,0.05030181,0.20588237,0.081967205,0.7818184,0.0,0.012971033,0.0,0.0,0.04426559
123,0.04426559,0.20588237,0.081967205,0.76363754,0.0,0.022900114,0.0,0.0,0.027162977
124,0.027162977,0.20588237,0.081967205,0.76363754,0.0,0.029770147,0.0,0.0,0.028169014
125,0.028169014,0.20588237,0.081967205,0.76363754,0.0,0.039699227,0.0,0.0,0.02112676
126,0.02112676,0.20588237,0.081967205,0.76363754,0.0,0.048107326,0.0,0.0,0.025150904
127,0.025150904,0.20588237,0.06557377,0.7818184,0.0,0.05651543,0.0,0.0,0.020120723
128,0.020120723,0.20588237,0.081967205,0.7818184,0.0,0.06644451,0.0,0.0,0.029175049
129,0.029175049,0.22058827,0.09836066,0.80000114,0.0,0.07485261,0.0,0.0,0.03420523
130,0.03420523,0.22058827,0.114754096,0.80000114,0.0,0.08478169,0.0,0.0,0.04225352
131,0.04225352,0.23529413,0.13114753,0.80000114,0.0,0.09318978,0.0,0.0,0.028169014
132,0.028169014,0.23529413,0.14754099,0.7818184,0.0,0.10005982,0.0,0.0,0.036217302
133,0.036217302,0.2647059,0.14754099,0.76363754,0.33333334,0.006101,0.0,0.0,0.04828974
134,0.04828974,0.2647059,0.16393442,0.76363754,0.33333334,0.009160045,0.0,0.0,0.049295772
135,0.049295772,0.2647059,0.18032786,0.76363754,1.0,0.00075194397,0.0,0.0,0.052313883
136,0.052313883,0.2647059,0.18032786,0.76363754,0.33333334,0.0022900114,0.0,0.0,0.056338027
137,0.056338027,0.2794118,0.16393442,0.76363754,0.33333334,0.0053490563,0.0,0.0,0.09657948
138,0.09657948,0.2647059,0.16393442,0.76363754,0.33333334,0.0084081,0.0,0.0,0.075452715
139,0.075452715,0.2647059,0.081967205,0.7818184,1.0,0.00075194397,0.0,0.0,0.1056338
140,0.1056338,0.2647059,0.114754096,0.80000114,0.33333334,0.0022900114,0.0,0.0,0.13279678
141,0.13279678,0.2794118,0.081967205,0.7818184,0.33333334,0.0053490563,0.0,0.0,0.093561366
142,0.093561366,0.2647059,0.04918033,0.80000114,0.33333334,0.0084081,0.0,0.0,0.13179074
143,0.13179074,0.2794118,0.04918033,0.80000114,0.33333334,0.011467146,0.0,0.0,0.1277666
144,0.1277666,0.2794118,0.04918033,0.80000114,0.33333334,0.01452619,0.0,0.0,0.1307847
145,0.1307847,0.2794118,0.04918033,0.80000114,1.0,0.0,0.0,0.0,0.043259557
146,0.043259557,0.2647059,0.016393453,0.818182,1.0,0.0015209778,0.0,0.0,0.03722334
147,0.03722334,0.25000003,0.06557377,0.818182,0.33333334,0.006101,0.0,0.0,0.030181086
148,0.030181086,0.23529413,0.04918033,0.80000114,0.33333334,0.011450056,0.0,0.0,0.028169014
149,0.028169014,0.22058827,0.06557377,0.80000114,0.33333334,0.016799113,0.0,0.0,0.02414487
150,0.02414487,0.23529413,0.06557377,0.80000114,0.33333334,0.023669146,0.0,0.0,0.023138832
151,0.023138832,0.22058827,0.09836066,0.818182,0.0,0.0076390677,0.0,0.0,0.02414487
152,0.02414487,0.23529413,0.081967205,0.818182,0.33333334,0.006101,0.0,0.0,0.027162977
153,0.027162977,0.25000003,0.114754096,0.818182,0.33333334,0.0145091005,0.0,0.0,0.040241446
154,0.040241446,0.2647059,0.13114753,0.818182,0.33333334,0.021379136,0.0,0.0,0.04225352
155,0.04225352,0.29411766,0.14754099,0.818182,0.33333334,0.02672819,0.0,0.0,0.04225352
156,0.04225352,0.2794118,0.16393442,0.80000114,0.33333334,0.032077245,0.0,0.0,0.05533199
157,0.05533199,0.2794118,0.18032786,0.7818184,0.33333334,0.035136294,0.0,0.0,0.052313883
158,0.052313883,0.29411766,0.1967213,0.76363754,0.33333334,0.038195334,0.0,0.0,0.051307846
159,0.051307846,0.29411766,0.1967213,0.7454548,0.33333334,0.041254383,0.0,0.0,0.057344064
160,0.057344064,0.32352942,0.18032786,0.7454548,0.33333334,0.044313427,0.0,0.0,0.05030181
161,0.05030181,0.30882356,0.16393442,0.7454548,0.33333334,0.04737247,0.0,0.0,0.054325953
162,0.054325953,0.30882356,0.13114753,0.7454548,0.0,0.00075194397,0.0,0.0,0.06740443
163,0.06740443,0.32352942,0.13114753,0.76363754,0.33333334,0.0022900114,0.0,0.0,0.10663983
164,0.10663983,0.30882356,0.06557377,0.7454548,0.0,0.0022900114,0.0,0.0,0.15995975
165,0.15995975,0.30882356,0.081967205,0.7454548,1.0,0.0,0.0,0.0,0.19919516
166,0.19919516,0.2794118,0.081967205,0.7454548,1.0,0.0015209778,0.0,0.0,0.19114688
167,0.19114688,0.2794118,0.04918033,0.7454548,1.0,0.0030419554,0.0,0.0,0.2112676
168,0.2112676,0.2794118,0.032786876,0.72727394,0.33333334,0.0022900114,0.0,0.0,0.19617705
169,0.19617705,0.30882356,0.04918033,0.72727394,0.33333334,0.0053490563,0.0,0.0,0.27665994
170,0.27665994,0.29411766,0.04918033,0.72727394,0.0,0.00075194397,0.0,0.0,0.16498993
171,0.16498993,0.30882356,0.06557377,0.7090912,0.6666667,0.00075194397,0.0,0.0,0.11066398
172,0.11066398,0.32352942,0.06557377,0.7090912,1.0,0.0,0.0,0.0,0.10060362
173,0.10060362,0.32352942,0.06557377,0.69091034,1.0,0.0015209778,0.0,0.0,0.08148893
174,0.08148893,0.32352942,0.06557377,0.69091034,0.33333334,0.0022900114,0.0,0.0,0.07142857
175,0.07142857,0.35294122,0.09836066,0.69091034,0.0,0.00075194397,0.0,0.0,0.06639839
176,0.06639839,0.35294122,0.114754096,0.69091034,0.6666667,0.00075194397,0.0,0.0,0.09255533
177,0.09255533,0.35294122,0.114754096,0.7090912,0.6666667,0.0022729216,0.0,0.0,0.13581489
178,0.13581489,0.33823532,0.14754099,0.7090912,0.0,0.00075194397,0.0,0.0,0.15593562
179,0.15593562,0.35294122,0.14754099,0.69091034,1.0,0.00075194397,0.0,0.0,0.19919516
180,0.19919516,0.35294122,0.16393442,0.6727276,0.6666667,0.004580023,0.0,0.0,0.25150904
181,0.25150904,0.36764708,0.18032786,0.636364,0.6666667,0.0076390677,0.0,0.0,0.20120724
182,0.20120724,0.35294122,0.18032786,0.636364,1.0,0.00075194397,0.0,0.0,0.23239435
183,0.23239435,0.35294122,0.18032786,0.61818314,1.0,0.0022729216,0.0,0.0,0.25150904
184,0.25150904,0.35294122,0.18032786,0.61818314,1.0,0.0037938994,0.0,0.0,0.21327966
185,0.21327966,0.33823532,0.18032786,0.61818314,0.6666667,0.00075194397,0.0,0.0,0.22032192
186,0.22032192,0.33823532,0.16393442,0.636364,1.0,0.0,0.0,0.0,0.22837022
187,0.22837022,0.33823532,0.13114753,0.636364,1.0,0.0015209778,0.0,0.0,0.22736418
188,0.22736418,0.33823532,0.114754096,0.636364,1.0,0.0022900114,0.0,0.0,0.22635815
189,0.22635815,0.32352942,0.081967205,0.65454674,0.33333334,0.0022900114,0.0,0.0,0.16901408
190,0.16901408,0.35294122,0.16393442,0.65454674,0.33333334,0.0076390677,0.0,0.0,0.17002012
191,0.17002012,0.35294122,0.13114753,0.65454674,0.33333334,0.010698112,0.0,0.0,0.16599597
192,0.16599597,0.33823532,0.09836066,0.65454674,1.0,0.00075194397,0.0,0.0,0.15995975
193,0.15995975,0.33823532,0.09836066,0.65454674,0.33333334,0.004580023,0.0,0.0,0.16800804
194,0.16800804,0.33823532,0.081967205,0.65454674,0.33333334,0.0076390677,0.0,0.0,0.19718309
195,0.19718309,0.33823532,0.06557377,0.65454674,0.33333334,0.012988124,0.0,0.0,0.17002012
196,0.17002012,0.33823532,0.09836066,0.65454674,0.33333334,0.016047169,0.0,0.0,0.15593562
197,0.15593562,0.30882356,0.04918033,0.65454674,0.33333334,0.022917202,0.0,0.0,0.119718306
198,0.119718306,0.32352942,0.06557377,0.65454674,0.33333334,0.029787235,0.0,0.0,0.10663983
199,0.10663983,0.30882356,0.06557377,0.65454674,0.33333334,0.03665727,0.0,0.0,0.093561366
200,0.093561366,0.32352942,0.081967205,0.6727276,0.33333334,0.043527305,0.0,0.0,0.08450704
201,0.08450704,0.32352942,0.16393442,0.69091034,0.0,0.009160045,0.0,0.0,0.07344064
202,0.07344064,0.33823532,0.1967213,0.69091034,0.0,0.019089123,0.0,0.0,0.06639839
203,0.06639839,0.33823532,0.21311474,0.7090912,0.0,0.029018203,0.0,0.0,0.040241446
204,0.040241446,0.35294122,0.21311474,0.69091034,0.0,0.03894728,0.0,0.0,0.049295772
205,0.049295772,0.35294122,0.22950819,0.69091034,0.0,0.047355384,0.0,0.0,0.05030181
206,0.05030181,0.36764708,0.24590163,0.69091034,0.0,0.055763487,0.0,0.0,0.049295772
207,0.049295772,0.38235295,0.24590163,0.6727276,0.0,0.062633514,0.0,0.0,0.041247483
208,0.041247483,0.36764708,0.24590163,0.69091034,0.0,0.06569256,0.0,0.0,0.03722334
209,0.03722334,0.36764708,0.24590163,0.7090912,0.33333334,0.0022900114,0.0,0.0,0.045271628
210,0.045271628,0.36764708,0.1967213,0.7090912,0.0,0.004580023,0.0,0.0,0.04426559
211,0.04426559,0.36764708,0.21311474,0.72727394,0.33333334,0.004580023,0.0,0.0,0.054325953
212,0.054325953,0.36764708,0.1967213,0.7454548,0.33333334,0.0076390677,0.0,0.0,0.05030181
213,0.05030181,0.36764708,0.21311474,0.7454548,0.0,0.004580023,0.0,0.0,0.0472837
214,0.0472837,0.36764708,0.18032786,0.76363754,1.0,0.0,0.0,0.0,0.06639839
215,0.06639839,0.36764708,0.18032786,0.76363754,1.0,0.0007690336,0.0,0.0,0.075452715
216,0.075452715,0.36764708,0.13114753,0.76363754,0.33333334,0.00075194397,0.0,0.0,0.08249497
217,0.08249497,0.33823532,0.09836066,0.76363754,0.33333334,0.0022729216,0.0,0.0,0.06639839
218,0.06639839,0.33823532,0.114754096,0.76363754,0.33333334,0.007621978,0.0,0.0,0.083501
219,0.083501,0.33823532,0.09836066,0.76363754,0.33333334,0.012971033,0.0,0.0,0.06237424
220,0.06237424,0.30882356,0.081967205,0.7454548,0.33333334,0.016030079,0.0,0.0,0.040241446
221,0.040241446,0.32352942,0.09836066,0.7454548,0.33333334,0.021379136,0.0,0.0,0.023138832
222,0.023138832,0.30882356,0.09836066,0.7454548,0.33333334,0.02672819,0.0,0.0,0.025150904
223,0.025150904,0.30882356,0.081967205,0.76363754,0.33333334,0.032077245,0.0,0.0,0.027162977
224,0.027162977,0.30882356,0.081967205,0.7818184,0.33333334,0.037426304,0.0,0.0,0.035211265
225,0.035211265,0.33823532,0.114754096,0.76363754,0.33333334,0.04048535,0.0,0.0,0.05030181
226,0.05030181,0.35294122,0.1967213,0.76363754,0.0,0.006101,0.0,0.0,0.07042253
227,0.07042253,0.36764708,0.1967213,0.76363754,0.33333334,0.004580023,0.0,0.0,0.075452715
228,0.075452715,0.36764708,0.1967213,0.7454548,0.33333334,0.009929079,0.0,0.0,0.058350097
229,0.058350097,0.38235295,0.21311474,0.72727394,0.33333334,0.0152781345,0.0,0.0,0.07042253
230,0.07042253,0.38235295,0.21311474,0.72727394,0.33333334,0.020627191,0.0,0.0,0.06841046
231,0.06841046,0.39705884,0.22950819,0.7090912,0.33333334,0.023686236,0.0,0.0,0.07142857
232,0.07142857,0.38235295,0.22950819,0.72727394,0.33333334,0.026745282,0.0,0.0,0.08853118
233,0.08853118,0.38235295,0.21311474,0.72727394,0.33333334,0.032094337,0.0,0.0,0.08450704
234,0.08450704,0.39705884,0.1967213,0.7454548,0.33333334,0.038964372,0.0,0.0,0.083501
235,0.083501,0.36764708,0.21311474,0.7454548,0.33333334,0.045834407,0.0,0.0,0.06639839
236,0.06639839,0.36764708,0.21311474,0.76363754,0.33333334,0.051183462,0.0,0.0,0.027162977
237,0.027162977,0.36764708,0.24590163,0.7818184,0.33333334,0.05959156,0.0,0.0,0.02414487
238,0.02414487,0.35294122,0.24590163,0.7818184,0.33333334,0.07486969,0.0,0.0,0.022132795
239,0.022132795,0.33823532,0.22950819,0.80000114,0.33333334,0.088626854,0.0,0.0,0.023138832
240,0.023138832,0.33823532,0.21311474,0.80000114,0.33333334,0.102384016,0.0,0.0,0.027162977
241,0.027162977,0.33823532,0.18032786,0.80000114,1.0,0.00075194397,0.0,0.0,0.023138832
242,0.023138832,0.30882356,0.13114753,0.818182,0.33333334,0.006101,0.0,0.0,0.017102616
243,0.017102616,0.29411766,0.13114753,0.818182,0.33333334,0.0145091005,0.0,0.0,0.017102616
244,0.017102616,0.2794118,0.13114753,0.80000114,0.0,0.006101,0.0,0.0,0.016096579
245,0.016096579,0.2647059,0.114754096,0.80000114,0.33333334,0.004580023,0.0,0.0,0.016096579
246,0.016096579,0.2647059,0.114754096,0.80000114,0.0,0.0076390677,0.0,0.0,0.020120723
247,0.020120723,0.2647059,0.09836066,0.818182,0.33333334,0.009160045,0.0,0.0,0.020120723
248,0.020120723,0.2647059,0.16393442,0.818182,0.33333334,0.022917202,0.0,0.0,0.018108651
249,0.018108651,0.2647059,0.14754099,0.818182,0.33333334,0.036674358,0.0,0.0,0.025150904
250,0.025150904,0.2647059,0.16393442,0.818182,0.33333334,0.048893448,0.0,0.0,0.026156941
251,0.026156941,0.2794118,0.16393442,0.818182,0.33333334,0.055763487,0.0,0.0,0.027162977
252,0.027162977,0.29411766,0.21311474,0.80000114,0.33333334,0.07104162,0.0,0.0,0.028169014
253,0.028169014,0.30882356,0.22950819,0.7818184,0.33333334,0.08631975,0.0,0.0,0.015090543
254,0.015090543,0.30882356,0.22950819,0.76363754,0.33333334,0.10007691,0.0,0.0,0.02414487
255,0.02414487,0.29411766,0.22950819,0.76363754,0.33333334,0.11229601,0.0,0.0,0.013078471
256,0.013078471,0.29411766,0.22950819,0.7454548,0.33333334,0.12222508,0.0,0.0,0.013078471
257,0.013078471,0.29411766,0.22950819,0.76363754,0.33333334,0.13063318,0.0,0.0,0.013078471
258,0.013078471,0.29411766,0.1967213,0.76363754,0.33333334,0.13904127,0.0,0.0,0.017102616
259,0.017102616,0.2647059,0.1967213,0.76363754,0.33333334,0.14591132,0.0,0.0,0.020120723
260,0.020120723,0.2647059,0.18032786,0.76363754,0.33333334,0.15278135,0.0,0.0,0.027162977
261,0.027162977,0.25000003,0.14754099,0.76363754,0.33333334,0.1558404,0.0,0.0,0.020120723
262,0.020120723,0.25000003,0.09836066,0.76363754,0.33333334,0.15889944,0.0,0.0,0.015090543
263,0.015090543,0.2647059,0.114754096,0.7454548,1.0,0.00075194397,0.0,0.0,0.02112676
264,0.02112676,0.2647059,0.06557377,0.72727394,1.0,0.0022729216,0.0,0.0,0.02112676
265,0.02112676,0.2647059,0.081967205,0.72727394,0.0,0.0022900114,0.0,0.0,0.03722334
266,0.03722334,0.2647059,0.081967205,0.72727394,0.33333334,0.00075194397,0.0,0.0,0.026156941
267,0.026156941,0.23529413,0.016393453,0.7090912,0.0,0.0022900114,0.0,0.0,0.015090543
268,0.015090543,0.23529413,0.09836066,0.7090912,0.0,0.0053490563,0.0,0.0,0.0090543255
